ORG_EIN,ORG_NAME,STREET,CITY,STATE,ZIP,NTEE_CD,SORT_NAME
813845176,SUDAN AG BOOSTER CLUB,107 HWY 303,SUDAN,TX,79371-0000,K20,SUDAN AG BOOSTERS CLUB
813880130,ONO SEEDS,2004 KALANIANAOLE ST,HILO,HI,96720-4922,K20,NA
813893992,GLOBAL ONE URBAN FARMING,3021 BALES AVE,KANSAS CITY,MO,64128-1648,K30,NA
813895893,IDAHO AGFEST LTD,PO BOX 51780,IDAHO FALLS,ID,83405-1780,K20,NA
813899820,GREATER NEW MT CANAAN INC,36 W 18TH ST,JACKSONVILLE,FL,32206-2815,K30,NA
813905068,CALIFORNIA HONEY FESTIVAL,283 MAIN ST STE 200,WOODLAND,CA,95695-3182,K20,NA
813945919,MUSTARD SEED PANTRY,4825 GRAPE CREEK RD,SAN ANGELO,TX,76903-1386,K31,NA
813946325,VILLAGE EASING CHILDHOOD POVERTY,904 HARVARD AVE,FORT SMITH,AR,72908-8811,K30,NA
813961619,I AM MY BROTHERS KEEPER OF WEST GEORGIA INC,62 HIGHLAND WAY,CARROLLTON,GA,30116-5424,K30,NA
813962328,FILL MY BASKET INC,17613 POND WALK CT,EDMOND,OK,73012-8774,K30,NA
813967528,VENEZOLANOS EN KENDAL INC,12498 SW 123RD CT,MIAMI,FL,33186-9047,K35,NA
814003801,FEEDING FOUNDATION,515 PROMENADE PKWY APT 454,IRVING,TX,75039-1370,K36,NA
814007735,DEBOURAHS HOUSE,2209 TWISTED OAK AVE,N LAS VEGAS,NV,89032-0608,K31,NA
814017792,SOCIETY SOUL FOOD OUTREACH CENTER,225 LA LAJA DR,ANGLETON,TX,77515-3808,P20,NA
814028052,FEEDING GA FAMILIES,2514 W POINT AVE,COLLEGE PARK,GA,30337-6210,K31,NA
814055328,CRESCENTA VALLEY HIGH SCHOOL TRACK & CROSS COUNTRY BOOSTERS,3995 EL LADO DR,LA CRESCENTA,CA,91214-3258,K11,NA
814062661,VOODOO CHEF FOUNDATION INC,9624 FREDERICKSBURG RD,TAMPA,FL,33635-1606,K30,NA
814075005,SEDALIA COMMUNITY CAFE INC,417 W PETTIS ST,SEDALIA,MO,65301-3083,K35,NA
814118471,K12 HAITI,301 S CANYONWOOD DR,DRIPPING SPGS,TX,78620-4223,K99,NA
814120772,4 HUNGRY,13925 RANCHERO RD,OAK HILLS,CA,92344-8180,K30,NA
814150527,LIFELINE OUTREACH MINISTRIES INC,1116 TODDTOWN RD,GROVE HILL,AL,36451-6029,K31,NA
814184955,ANDOVER COMMUNITY FOOD BANK,PO BOX 519,ANDOVER,KS,67002-0519,K31,NA
814203996,MATT 2535 HOLDINGS INC,20419 TERRABIANCA,SAN ANTONIO,TX,78258-3011,K31,PILGRIMS PANTRY
814213091,CVHS FALCON FOOTBALL BOOSTERS,2550 HONOLULU AVE STE 207,MONTROSE,CA,91020-1860,K11,NA
814224565,COMMUNITY RESOURCE CENTER OF CHATTOOGA INC,PO BOX 222,SUMMERVILLE,GA,30747-0222,K31,NA
814228493,AMAZING GRACE FOOD PANTRY,1711 PARKER RD,WYLIE,TX,75098-4733,P20,NA
814235353,ATASCADERO GRANGE 563,PO BOX 904,ATASCADERO,CA,93423-0904,K99,NA
814244417,COAL HILL SPECIAL EVENTS INC,PO BOX 218,COAL HILL,AR,72832-0218,K31,NA
814281267,FEED MY CHILDREN,1009 WINDING CREEK,CEDAR HILL,TX,75104-0000,K30,NA
814284286,FEEDING KIDS IN OUR BACKYARD INC,7716 SE 110TH AVE,PORTLAND,OR,97266-8001,K30,NA
814287595,MATTHEWS BIRTHDAY WISH,28431 LAUREN COVE LN,SPRING,TX,77386-1847,K30,NA
814297360,ADMINISTRATIVE FUNDS EXTRA TABLE INC,PO BOX 17318,HATTIESBURG,MS,39404-7318,K12,NA
814304052,WY HEALTHY EATING,1510 S CEDAR ST,CASPER,WY,82601-4141,K99,NA
814307919,HARVEST FOR THE CURE,12145 NW 27TH AVE,MIAMI,FL,33167-2611,P20,NA
814314431,NOURISH AL,1261 SUNNYSLOPE CT,AUBURN,AL,36832-6768,K12,NA
814325307,HONORE FARM AND MILL,8 ARCH ST,LARKSPUR,CA,94939-1967,K20,NA
814353643,HOPE 4 HOUSTON,5850 SAN FELIPE,HOUSTON,TX,77057-3070,K30,NA
814356215,THE ZADIE PROJECT,2187 DEEP WOODS WAY,MARIETTA,GA,30062-2586,K30,NA
814360265,ACCELERATE GROWTH NUTRITION PROGRAM,3626 MILLINGTON RD,MEMPHIS,TN,38127-5014,K34,NA
814378452,STATION VENUE,1094 GARIBALDI ST SW,ATLANTA,GA,30310-3663,K30,NA
814402759,POSITIVELY IMPACTING COMMUNITIES INC,2611 EISENHAUER RD APT 507,SAN ANTONIO,TX,78209-3466,K30,PIC
814438979,LANGSTON HUGHES FAMILY COMMUNITY OUTREACH INC,220 CLAIREMONT DR,EL PASO,TX,79912-5369,K31,NA
814463296,PURE WATER FOUNDATION INC,28871 EL APAJO,LAGUNA NIGUEL,CA,92677-7616,K12,NA
814473050,FEEDING EUDORA,PO BOX 448,EUDORA,KS,66025-0448,K30,NA
814492147,HELP FOR HURTING WOMENS MINISTRY,2333 ROSA L PARKS BLVD APT 611,NASHVILLE,TN,37228-1245,K30,NA
814492823,COMPANY BUSINESS INTERNATIONAL SARL,18359 W 157TH TER,OLATHE,KS,66062-7065,K11,NA
814499729,HUMMINGBIRD PANTRY INC,3000 JOLLY STREET BLDG 4,TITUSVILLE,FL,32780-4926,K31,NA
814517307,ARKANSAS FARM BUREAU FOUNDATION,PO BOX 31,LITTLE ROCK,AR,72203-0031,K12,NA
814530186,RANDY DAVIS MEMORIAL MILK DRIVE FUND,2303 DAVIS DAIRY RD,PHILADELPHIA,TN,37846-1525,K31,NA
814581540,MATTHEW 25 35 MINISTRIES,14034 RIVER RD,DESTREHAN,LA,70047-3711,K31,NA
814597057,BREAD HEAD CALIFORNIA,11755 WILSHIRE BLVD STE 1250,LOS ANGELES,CA,90025-1540,K30,NA
814628264,LAWRENCE COMMUNITY GARDENS,3511 E CLAIRE DR,PHOENIX,AZ,85032-5130,K99,SHARRONA MOORE
814635555,FARMS AND FORESTS SUSTAINABILITY PROJECT,6221 SHOO FLY RD,KELSEY,CA,95667-7422,K20,NA
814655610,HERB N CHICK INC,8613 OGLESBY AVE,JACKSONVILLE,FL,32220-1561,K20,NA
814658838,KIDS FOOD BAG FOUNDATION LTD,52 E US HIGHWAY 212,BROADUS,MT,59317-9534,K30,NA
814659372,SECOND STREET PANTRY MISSIONS INC,PO BOX 2594,BENTONVILLE,AR,72712-7701,K31,SECOND STREET PANTRY
814670942,FOOD TO THE RESCUE,370 S LOWE AVE A391,COOKEVILLE,TN,38501-4730,K30,NA
814676309,5 LOAVES FOOD PANTRY,4401 WILLIFORD RD,SACHSE,TX,75048-3366,K31,NA
814748610,KAUAI NORTH SHORE FOOD PANTRY,PO BOX 1172,KILAUEA,HI,96754-1172,P20,NA
814750104,PROVISION PACKS,289 WALNUT ST,ORMOND BEACH,FL,32174-5528,K30,NA
814759697,REVIVE & HELP MINISTRIES INC,11118 E 36TH AVE,SPOKANE VLY,WA,99206-9687,K31,REVIVE MINISTRIES
814766661,SAINT FAUSTINA OUTREACH,1507 E SHADY GROVE RD,IRVING,TX,75060-6243,K30,NA
814768472,FIRST RESPONDER MEAL CARD INC,202 NE 8TH AVE,OCALA,FL,34470-6728,K30,NA
814772971,MAUI WILD GAME MANAGEMENT TO FEED THE HUNGRY,PO BOX 1306,KIHEI,HI,96753-1306,K30,NA
814810991,NORTH TEXAS COMMUNITY TABLE INC,5777 OAKLEY AVE APT 109,KELLER,TX,76244-2997,K31,COMMUNITY TABLE
814823576,FOUND AWAY FOUNDATION,1508 OSPREY DR STE 101,DESOTO,TX,75115-2411,K30,NA
814833490,FEED AND BE FED,PO BOX 5257,SAN PEDRO,CA,90733-5257,K30,NA
814850591,FOOD FOR HEALTH FOUNDATION INC,3032 E COMMERCIAL BLVD 158,FORT LAUDERDALE,FL,33308-4312,K12,NA
814858933,WEEKEND SNACK SACK PROGRAM,PO BOX 54,SLATON,TX,79364-0054,K30,NA
814864123,MERCY MANNA,PO BOX 151,SLATON,TX,79364-0151,K30,NA
814893482,HELPING HANDS FOOD DISTRIBUTION FOR CLARK COUNTY,21355 COUNTY ROAD 66,REVERE,MO,63465-1139,K31,NA
814920478,LONGMONT FOOD RESCUE,PO BOX 1127,LYONS,CO,80540-1127,K30,NA
814925008,FOOD ENOUGH EVERYONE DISTRIBUTION,3883 S STATE ROUTE 17,MOUNTAIN VIEW,MO,65548-8268,K30,NA
814930431,LIVINGSTON COUNTY FOOD PANTRY,13203 LIV 232,CHILLICOTHE,MO,64601-3972,K31,NA
814942342,BERKELEY FOOD NETWORK,1569 SOLANO AVENUE BOX 243,BERKELEY,CA,94707-2116,K30,NA
814943293,TERRA CULTURA,PO BOX 288,AROMAS,CA,95004-0288,K99,NA
814955774,WRIGHT CITY COMMUNITY FOOD PANTRY,217 E 1ST ST N,WRIGHT CITY,MO,63390-1119,K31,NA
814959434,INTERNATIONAL WINE & FOOD SOCIETY - NAPLES BRANCH INC,23074 SHADY KNOLL DR,ESTERO,FL,34135-2034,P20,NA
814978968,FEELWISE FOUNDATION,3639 MOUNTAIN VIEW CIR,SANTA CLARA,UT,84765-5654,K30,NA
814982110,HAPPY FOODS PROJECT INC,3432 LAURELWOOD ST,HORN LAKE,MS,38637-1679,K31,NA
814984800,MID-CAROLINA GARDEN BASKET,585 IAO VALLEY RD,WAILUKU,HI,96793-3007,K30,NA
815010689,FEEDING HOPE INC,1624 MARKET ST STE 226,DENVER,CO,80202-1559,K30,NA
815034246,FRESH & LOCAL FIRST,203 WALDO HALL,CORVALLIS,OR,97331-8573,K12,NA
815042485,ASSOCIATION OF INDEPENDENT FOOD BANKS,PO BOX 624,OCOEE,FL,34761-0624,K31,NA
815052915,SOUP N LADLE,9113 WILDWOOD AVENUE SOUTHWEST,LAKEWOOD,WA,98498-0000,K30,NA
815082748,SCHILLING AVENUE FOOD PANTRY,712 SCHILLING ST,BAYTOWN,TX,77520-2320,K31,NA
815092258,NEW HAVEN COMMUNITY OUTREACH INC,PO BOX 9,NEW HAVEN,MO,63068-0009,K31,NA
815100292,ABOUT TOMORROW INC,2117 BARTOLOME RD,NEPTUNE BEACH,FL,32266-1632,K99,NA
815106159,HOPE STARTS HERE FOOD BANK,19401 E CHENANGO DR,CENTENNIAL,CO,80015-3405,P60,NA
815159490,LIFE CHANGE MINISTRY,55 CAMRYN CIR,POTEET,TX,78065-4228,K31,NA
815165566,FEEDING WISE KIDS,PO BOX 534,BRIDGEPORT,TX,76426-0534,K30,NA
815180072,GRACE FARMS MINISTRIES INC,351 BROWNING RD,ODENVILLE,AL,35120-0000,K30,NA
815209512,JACOBS ANGELS FOOD PANTRY,7310 64TH STREET CT W,UNIVERSITY PL,WA,98467-4529,K31,NA
815242318,MINISTERIO JESUS EN GETSEMANI INC,802 EGRET LANDING PL APT 203,ORLANDO,FL,32825-6770,K30,NA
815244176,SAFE HEAVEN FOR WOMEN IN NEED,1430 SW 5TH AVE,DEERFIELD BCH,FL,33441-6429,K31,NA
815255676,DOCS HEALING HIVES AND HONEY FOUNDATION,349 VETERANS DR,MORGANTON,GA,30560-4444,K20,NA
815283112,ACADIANA FOOD HUB,1811 N UNIVERSITY AVE,LAFAYETTE,LA,70507-6300,P20,NA
815301849,AUBURN UNIVERSITY LANDSCAPE AND NURSERY ASSOCIATION,109 FUNCHESS HALL,AUBURN UNIVERSITY,AL,36849-0001,K11,NA
815310014,SHILOH MINISTRY,1595 BARTLETT RD,MEMPHIS,TN,38134-7106,K31,SHILOH COMMUNITY PANTRY
815338906,LOCAL MOTIVES,8801 GREENWAY RD,SOUTHAVEN,MS,38671-2728,K20,NA
815344778,INFINITE BEGINNINGS,PO BOX 2592,JACKSONVILLE,FL,32203-2592,K31,NA
815375146,DOUGLASS COMMUNITY FOOD PANTRY,PO BOX 204,DOUGLASS,TX,75943-0204,K31,SAME
815376959,ATLANTA THIEN TAM CHARITY INC,998 TUMBLEWOOD TRL,LAWRENCEVILLE,GA,30044-3361,K30,NA
815377994,4 SAINTS EPISCOPAL FOOD PANTRY,PO BOX 8695,FORT WORTH,TX,76124-0695,K31,NA
815404809,LEFT LOVERS,7202 CHANTILLEY CT,SAN JOSE,CA,95139-1317,K31,NA
815411810,SENIORS HELPING SENIORS,673 SUNSET STRIP,SUNSET,LA,70584-5326,K34,NA
815416809,GRATEFUL HEARTS FREE MEALS,21675V N 53RD DR,GLENDALE,AZ,85308-6299,K30,NA
815425385,SHELBYVILLE COMMUNITY SOUP KITCHEN,122 PUBLIC SQ N,SHELBYVILLE,TN,37160-3934,K30,NA
815433881,GRANGER FARMERS MARKET,PO BOX 1204,GRANGER,WA,98932-1204,K99,NA
815434483,THE LORDS SUPPER HOMELESS MINISTRY,123 MUNICH DR,GLUCKSTADT,MS,39110-9082,K36,NA
815434795,HUNGER2HOPE,9105 HIGHWAY 51 N,SOUTHAVEN,MS,38671-1232,K31,NA
815446296,A NEW DAY RANCH CORP,4507 SE HAWTHORNE RD,GAINESVILLE,FL,32641-8906,K30,NA
815461393,BRIDGING A GAP WEEKEND FEEDING PROGRAM,33313 1ST WAY S,FEDERAL WAY,WA,98003-6247,K30,NA
815473623,LIVING HUNGRY INC,335 E LINTON BLVD STE B14 # 2226,DELRAY BEACH,FL,33483-5081,K30,NA
816089463,A RAY OF HOPE,PO BOX 5407,KALISPELL,MT,59903-5407,K31,CHRISTENSEN PEGGY TTEE
820144073,MIDDLE VALLEY DITCH CORPORATION,PO BOX 91,MIDVALE,ID,83645-0091,K20,NA
820201243,NEWMAN DITCH CO,PO BOX 848,MIDDLETON,ID,83644-0848,K20,NA
820212403,RIVERSIDE IRRIGATION DISTRICT LTD,PO BOX 1080,PARMA,ID,83660-1080,K20,NA
820224095,RIVERSIDE CANAL COMPANY,PO BOX 697,BLACKFOOT,ID,83221-0697,K20,NA
820313170,SENIOR CITIZENS RECREATION CENTER OF CASSIA COUNTY INC,PO BOX 395,BURLEY,ID,83318-0395,K36,NA
820335606,PLUMMER SENIOR CITIZENS INC,PO BOX 30580 C STREET,PLUMMER,ID,83851-0000,K34,NA
820359171,ASHTON SENIOR CITIZENS,522 MAIN ST,ASHTON,ID,83420-5026,K34,NA
820364709,MERIDIAN FIREFIGHTERS ASSOCIATION INC,PO BOX 762,MERIDIAN,ID,83680-0762,K11,NA
820372190,TOWN AND COUNTRY WATER USERS ASSOCIATION INC,3982 NW MORRIS WAY,MOUNTAIN HOME,ID,83647-5683,K20,NA
820385747,BONNER COMMUNITY FOOD CENTER,1707 CULVERS DR,SANDPOINT,ID,83864-7276,P60Z,NA
820392158,SALMON SENIOR CITIZENS NUTRITION,818 MAIN ST STE E,SALMON,ID,83467-4350,K300,NA
820396439,WEST BONNER COUNTY FOOD BANK INC,315 E 3RD N,OLDTOWN,ID,83822-0000,K30,NA
820408631,IDAHO ONION GROWERS ASSOCIATION INC,55 SW 5TH AVE STE 100,MERIDIAN,ID,83642-8603,K20,NA
820410267,KAREY LANE WELL INC,5850 W BROADWAY ST,IDAHO FALLS,ID,83402-5417,K20,NA
820425234,SPIRIT LAKE FOOD BANK INC,PO BOX 432,SPIRIT LAKE,ID,83869-0432,K31,NA
820425400,IDAHO FOODBANK WAREHOUSE,3630 E COMMERCIAL CT,MERIDIAN,ID,83642-6043,K31Z,NA
820445779,COMMUNITY OASIS OUTREACH INC,102 2ND ST,RUPERT,ID,83350-1909,K31,NA
820450696,POTLATCH SENIOR CITIZENS MEALSITE,PINE STREET BOX 129,POTLATCH,ID,83855-0000,K36,NA
820473902,AGRICULTURAL AND ENVIRONMENTAL RESEARCH FOUNDATION INC,PO BOX 4848,POCATELLO,ID,83205-4848,K20,NA
820489674,FRIENDLY SENIOR CITIZENS OF TROY,4080 HIGHWAY 8,TROY,ID,83871-9654,K30,NA
820499773,CASSIA COUNTY BEET GROWERS ASSOCIATION,37 W 400 S,BURLEY,ID,83318-5672,K20,NA
820531505,COLUMBIA GARDENS INC,5304 W STATE ST,BOISE,ID,83703-3334,K20,NA
820533984,KAMIAH FOOD BANK INC,PO BOX 1381,KAMIAH,ID,83536-1381,P60,NA
820537538,UPPER RIVER TRAPPERS OF IDAHO,119 3RD ST,IDAHO FALLS,ID,83401-3905,K20,NA
820549778,CLAY COUNTY OUTREACH INC,PO BOX 396,HENRIETTA,TX,76365-0396,K31,NA
820561307,FOR THE BETTERMENT OF OTHERS COMMUNITY OUTREACH,5332 MESTO WAY,BAKERSFIELD,CA,93313-9593,K31,NA
820590772,HUMBLE FARM REFUGE INC,1666 GA HIGHWAY 19 S,DUBLIN,GA,31021-1408,K20,NA
820601425,SALT LAKE COUNTY JR LIVESTOCK PROGRAM INC,PO BOX 1353,RIVERTON,UT,84065-1353,K20,NA
820620967,FRIENDS OF THE@KIDS KINGDOM,PO BOX 231839,ENCINITAS,CA,92023-1839,K30,NA
820626604,SECURED HELP,13443 WARD WAY,SARATOGA,CA,95070-5132,K30,NA
820640564,OREGON WATER COALITION,PO BOX 185,HERMISTON,OR,97838-0185,K99,NA
820643056,NEW DIRECTION AGAPE SERVICES,2513 AIRPORT RD,COLORADO SPGS,CO,80910-3119,K30,NA
820655624,JEDICCO FOUNDATION,2205 MILFORD,HOUSTON,TX,77098-5262,K31,NA
820659241,TAILGATE WITH A HERO INC,1222 OXBOW CROSSING LN,ROSENBERG,TX,77471-1497,K30,NA
820659270,KINDNESS CLUB DALLAS OREGON,PO BOX 731,DALLAS,OR,97338-0731,K31,NA
820672682,LA PLATA COUNTY COWBELLES,420 COUNTY ROAD 103,HESPERUS,CO,81326-9340,K20,NA
820678323,BAND AID FOR AMERICA,19310 NE 19TH AVE,MIAMI,FL,33179-3602,K30,NA
820690392,PELL CITY GATEWAY COMMUNITY GARDEN,PO BOX 17,PELL CITY,AL,35125-0017,K31,NA
820702955,MAHEREZA NUTRITION AND HEALTH CENTER INC,3620 19TH ST APT 7,SAN FRANCISCO,CA,94110-6714,K12,NA
820718197,DELTA COMMUNITY FARMS ADVANCEMENT PROJECT,15598 HIGHWAY 51,OAKLAND,MS,38948-2762,K20,NA
820718871,PROJECT SALVAGE UNLIMITED INC,12 REDWOOD CIR,PLANTATION,FL,33317-1942,K30,NA
820728740,SCHOOL OF HOPE,4538 VENICE AVE,OZARK,MO,65721-8053,K20,NA
820778325,ACRES VERDES FOUNDATION,13330 VALLEY HOME RD,VALLEY HOME,CA,95361-2215,K99,NA
820784081,MANNA WAGON INC,22032 E SCOTT HOLLOW RD,SPRINGDALE,AR,72764-2669,K30,NA
820787613,SHILOH COMMUNITY OUTREACH,7041 SAN MARCUS ST,PARAMOUNT,CA,90723-3212,K30,NA
820808180,BROTHERHOOD CHARITIES CORP,4015 KUSHLA AVE,DALLAS,TX,75216-6240,K30,NA
820814201,A CUP OF LOVE OUTREACH,341 STURBRIDGE VILLAGE DR,HAZELWOOD,MO,63042-2134,K31,NA
820824702,CARE N HELP,8361 NORTHGATE AVE APT 21,CANOGA PARK,CA,91304-3460,K30,NA
820828795,GALATIANS 522 MINISTRIES INC,5221 GUTHRIE CEMETERY RD,LOGANVILLE,GA,30052-4463,K31,NA
820832834,YOUTH EFFORTS AGAINST HUNGER - YEAH,PO BOX 87,BRUSH PRAIRIE,WA,98606-0087,K31,NA
820842947,RIO LINDA FOOD CLOSET SERVICES,151 DELANO ST,ELVERTA,CA,95626-9569,P60,NA
820849970,CLARKESVILLE SOUP KITCHEN,PO BOX 712,CLARKESVILLE,GA,30523-0012,K35,NA
820851257,ANDREWS ANGELS IN MISSION INC,137 MELINDA DR,STOCKBRIDGE,GA,30281-1197,K31,NA
820880357,OPEN ARMS CHARITY,3711 MEADOW VISTA TRL,LITHONIA,GA,30038-7736,K30,OPEN ARMS CHARITY
820884932,NEIGHBORHOOD CONNECTION INC,PO BOX 140,SANTA CLARA,UT,84765-0140,K30,NA
820910470,GUADALUPE COUNTY FARM AND LIVESTOCK BUREAU,PO BOX 244,SANTA ROSA,NM,88435-0244,K20,NA
820954882,MAC & CHEESE AND PANCAKES,4213 LORION DR,ROCKWALL,TX,75087-6577,K30,NA
820962347,LIA FOUNDATION INC,60 CONNECTOR 206 NW STE A,DOUGLAS,GA,31533-8143,K30,NA
820974092,ANNA BANANA MILK FUND,1122 E PIKE ST,SEATTLE,WA,98122-3916,K12,NA
820977609,GIVING HOPE OUTREACH INTERNATIONAL INC,1538 DITTMER CIR SE,PALM BAY,FL,32909-1314,K30,NA
820978106,OPEN ARMS SHELTER INC,PO BOX 8,WINNSBORO,LA,71295-0008,K35,NA
820987991,FEED STREET KIDS FOUNDATION,22365 EL TORO RD UNIT 2020,LAKE FOREST,CA,92630-5053,K30,NA
821026186,ANGIES OPTION GRM,2471 W 700 S,LEHI,UT,84043-7459,K19,ANGIES OPTION GRASS ROOTS MOVEMENT
821030263,LADY TS HOMELESS MINISTRY INC,3572 BRAMBLEVINE CIR,LITHONIA,GA,30038-2912,K30,NA
821045200,HFMC FOOD PANTRY INC,19111 ELIZABETH BLVD,MADILL,OK,73446-8570,K31,NA
821057344,COMFORT TABLE AND FOOD PANTRY,PO BOX 733,COMFORT,TX,78013-0733,K31,NA
821072636,LOUISVILLE COMMUNITY FOOD BANK,741 JEFFERSON AVE,LOUISVILLE,CO,80027-1811,K31,NA
821072651,MINISTER AND FEEDING WITH A VISION LLC,606 N JOE WRIGHT DR,CORDELE,GA,31015-2476,K30,NA
821084649,HERE TO HELP FOUNDATION OF WYOMING,PO BOX 50283,CASPER,WY,82605-0283,K31,NA
821094682,GINGERS PET FOOD PANTRY,5113 SEAGRAPE DR,FORT PIERCE,FL,34982-7457,K30,NA
821106659,JEFFCO HELPING HANDS,PO BOX 237,WAURIKA,OK,73573-0237,K31,NA
821125659,SATURDAY SAMARITANS,3138 N VANCOUVER AVE,PORTLAND,OR,97227-1544,K30,NA
821132397,NEW CREATION HEARTGIVER INC,1011 W LANCASTER RD,ORLANDO,FL,32809-5888,K31,NA
821144032,LARRY BIRGY PROJECT INC,16379 BOYCE DR APT 204,BOKEELIA,FL,33922-1560,K30,NA
821158784,FARM VIEW YOUTH LEARNING CENTER,563 ALICE AVE,MOUNTAIN VIEW,CA,94041-2422,K20,NA
821185878,NORTHEAST WASHINGTON WOLF-CATTLE COLLABORATIVE,1205 PINEBROOK DR,CHEWELAH,WA,99109-5006,K20,NA
821188829,SWORD AND SPOON,PO BOX 2060,NEW PRT RCHY,FL,34656-2060,K30,NA
821203360,MED REUSE,PO BOX 6472,LAGUNA NIGUEL,CA,92607-6472,K30,NA
821221427,OUR DAILY BREAD FOOD PANTRY OF CALHOUN,PO BOX 206,BRUCE,MS,38915-0206,K31,NA
821228118,SKILLS AND OPPORTUNITIES FOR AGRICULTURAL READINESS,10640 HIGHWAY 322 BELLVIEW RD,CLARKSDALE,MS,38614-9645,K20,NA
821240181,INLAND NORTHWEST FARMERS MARKET ASSOCIATION,319 W HASTINGS RD,SPOKANE,WA,99218-2814,K30,NA
821256794,FOREVER HOMES FOR FOSTER KIDS,9450 MIRA MESA BLVD STE C 520,SAN DIEGO,CA,92126-4801,K35,NA
821259047,BANCO DE COMIDA Y DE ESPERANZA,9608 SAN MIGUEL AVE,SOUTH GATE,CA,90280-4820,K31,NA
821272109,ASSOCIATION OF GERMINATION FERMENTATION FOOD USA,1724 FREEPORT TER,SAN PEDRO,CA,90732-4045,K99,NA
821288648,NORTH DALLAS FOOD PANTRY,5201 S COLONY BLVD STE 650,THE COLONY,TX,75056-2331,P20,NTX COMMUNITY FOOD PANTRY
821318383,PARKWAY COMMUNITY SERVICES,7808 207TH STREET CT E,SPANAWAY,WA,98387-3061,K31,NA
821323053,INSPIRED BY AFRICA INC,7741 E KILLARNEY CT,WICHITA,KS,67206-1654,K20,INSPIRED BY AFRICA
821333819,BEYOND BACKPACKS,3267 COUNTRY LN,MILTON,FL,32583-6312,K30,NA
821346610,THE LORDS LOVE,10480 E BRIAR OAKS DR APT A,STANTON,CA,90680-4212,K31,NA
821350744,LYNDEN FARMERS MARKET,9498 STEIN RD,CUSTER,WA,98240-9225,K93,NA
821358081,BREAD FOR ALL INC,4354 BIDWELL DR,FREMONT,CA,94538-2650,K30,NA
821360098,PARKWAY FOOD MINISTRY INC,1702 LAGRANGE AVE,SEBRING,FL,33870-2828,K30,NA
821368817,GLOBAL RENOURISH ORGANIZATION INC,8549 WILSHIRE BLVD 2060,BEVERLY HILLS,CA,90211-3104,K30,NA
821377761,PROFESSIONALS FEEDING HUMANITY INC,1167 NW 85TH ST,MIAMI,FL,33150-2535,P20,NA
821382938,PLANT BASED FOODS INSTITUTE,1 EMBARCADERO CTR STE 1200,SAN FRANCISCO,CA,94111-3617,K20,NA
821407915,UPROOT COLORADO,PO BOX 1952,CARBONDALE,CO,81623-4952,K31,UPROOT
821408900,SAN LEANDRO COMMUNITY FOOD PANTRY,14235 BANCROFT AVE,SAN LEANDRO,CA,94578-2705,K31,NA
821413072,HEALTHY HAMBLEN,3109 LEE DR,MORRISTOWN,TN,37814-3160,K11,NA
821418764,2 CHRONICLES 7 INC,1601 BONANZA DR,SACHSE,TX,75048-2907,K11,2 CHRONICLES 7
821419832,FARM GALS INC,314 S GORDON ST,ALVIN,TX,77511-2337,K20,NA
821423995,LAKE COUNTRY BEEKEEPERS ASSOCIATION INC,243 FOLDS RD,EATONTON,GA,31024-6712,K99,NA
821434999,FILLET FOR FRIENDS INC,8730 TWIN LAKE DR,BOCA RATON,FL,33496-1945,K30,NA
821454397,ANGELINA COUNTY SECOND HELPINGS INC,106 E BREMOND AVE,LUFKIN,TX,75901-3092,K30,NA
821470949,BEACON FARM MINISTRIES,18200 SW STATE ROUTE V,DEARBORN,MO,64439-8195,K20,NA
821471271,DOWNS MINISTERIAL ASSOCIATION,PO BOX 28,DOWNS,KS,67437-0028,K31,KARLA NEIHOUSE
821524078,NOURISHING THE NATIONS,2916 DUSTIN DR,ODESSA,TX,79762-5447,K34,NA
821526006,HEART OF GRACE MINISTRIES INC,227 SW 159TH WAY,SUNRISE,FL,33326-2257,K30,NA
821574950,STONE SOUP,1915 E ATKIN AVE,SALT LAKE CTY,UT,84106-4023,K30,NA
821580170,THE PINK PANTRY,6249 1110 ORLANDO FL 32810 UNITED,ORLANDO,FL,32792-0000,K31,NA
821584888,ALL FOR ALL INC,421 N KENNETH RD APT 110,BURBANK,CA,91501-1344,K30,NA
821596718,HAWAII RISE FOUNDATION,11 SILVA ST,HILO,HI,96720-4727,K12,NA
821618953,NORTH SLATERVILLE IRRIGATION COMPANY,2327 W PIONEER RD,MSC,UT,84404-8806,K20,NA
821634562,WILLIAMS FOOD PANTRY & MORE,125 S 3RD ST,WILLIAMS,AZ,86046-2403,K31,NA
821636942,MONTANA VETERANS MEAT LOCKER,PO BOX 50457,BILLINGS,MT,59105-0457,K31,NA
821651463,MISSOURI FERTILIZER CONTROL BOARD,PO BOX 1728,JEFFERSON CTY,MO,65102-1728,K20,NA
821690494,PANTRY GIFT INC,2925 N OLD MISSOURI RD,FAYETTEVILLE,AR,72703-4412,K31,NA
821704192,FOLLOWING THE LEADER MINISTRIES,2486 NANTUCKET CT NE,RIO RANCHO,NM,87124-2532,K34,NA
821735390,HCFN TITLE HOLDING CORPORATION,3801 TOPPING AVE,KANSAS CITY,MO,64129-1744,K11,NA
821768331,HELPING OTHER PERSONS EXCEL,1861 WALDORF STREET,ROYAL PALM BEACH,FL,33411-0000,K30,NA
821769115,LIVING WATER CHRISTIAN OUTREACH FOOD PANTRY INC,610 NELLIE B AVE,ATHENS,GA,30601-3340,K31,NA
